col1_1,ra_1,dec_1,col1_2,ra_2,dec_2,Separation
1913,197.836851,5.105844,391683,197.8374281805549,5.101425643757623,16.040160669205626
2175,182.864483,13.624651,37923,182.8608867209562,13.62639088294379,14.055074406619593
2217,164.059965,9.341918,122288,164.06488717358707,9.34175001998855,17.495269428253213
2289,178.444425,19.706685,233031,178.44557456729237,19.705478201647704,5.8355670456191255
2314,165.844897,33.586344,4703,165.84246377422093,33.590056274529694,15.226578650538887
2417,126.766652,15.690187,255723,126.76580562851102,15.689960191200239,3.0449222989776823
2499,231.031451,29.887936,344123,231.03085375053985,29.888969836380323,4.162553753402287
2556,186.878099,8.824546,258434,186.87501717266085,8.8248783695817,11.028345677347174
2588,227.713956,1.698023,102115,227.71731918249253,1.6947157547898937,16.97695081442665
2638,207.044639,10.175746,155448,207.04662897531776,10.17609240870735,7.1606511542928555
2685,156.998037,17.05645,159523,157.00214099033363,17.05710762718713,14.321542757774354
2791,206.712864,7.788609,327406,206.70960726013482,7.785553706103287,15.997317084035565
2813,186.077171,2.912032,330257,186.07940913265907,2.9117580559263856,8.107081682597931
2858,141.445367,7.721605,69911,141.44360584518517,7.721729014446871,6.298510372252029
2903,196.669487,18.599715,276169,196.67160889642935,18.59992817742299,7.280408067853289
2922,117.746386,23.601123,430587,117.74547999695568,23.60169369635253,3.6268228465333636
3004,179.397855,4.558275,205356,179.39612663026284,4.555942186975288,10.44026116145605
3029,247.392192,23.922585,18809,247.39264304892066,23.921540617695122,4.042157284692926
3094,218.182945,30.224773,93743,218.17934387792457,30.22244290249277,13.994458268341601
3176,228.520651,17.457781,41779,228.52236149566605,17.46048693416781,11.375378419515414
3288,139.688371,16.778843,84251,139.68799787146202,16.778221344537744,2.581173662452829
3342,236.705424,3.277429,355896,236.70431887054912,3.2812427232657493,14.292407946763161
3378,223.223127,16.752011,48384,223.22483448282586,16.7503579190339,8.370281236781036
3396,165.074268,5.791774,242462,165.07296300249277,5.7945125842307466,10.910738968104845
3438,155.461911,3.287555,97282,155.4620518956603,3.2887200674981596,4.224701699697448
3645,209.182593,16.861952,404116,209.18463720431836,16.862483718265104,7.298229478895269
3665,226.777849,17.294554,197042,226.7785290698149,17.29161042725269,10.851625356084122
3716,205.603503,2.276792,266502,205.60703614966405,2.2740349644124187,16.125715374065365
3866,139.237879,6.793272,261192,139.23754277863853,6.795477753941814,8.031157880695252
3913,213.676816,11.907967,19960,213.67978987711444,11.907802242329735,10.492349850328655
3987,175.825298,21.435992,300394,175.82944912296284,21.43475447138199,14.606378829844227
4013,172.608253,-0.83285,392598,172.6073253784786,-0.8373765604140055,16.63420040371009
4042,217.32349,-3.151815,258256,217.32192264693842,-3.152074718577889,5.710991778440268
4052,229.876039,13.87215,185617,229.8730541072943,13.871234210157212,10.940765916164414
4058,204.129022,18.20679,54340,204.12889548991313,18.20196687836199,17.36862713076474
4096,196.325351,3.006147,436376,196.32363497144595,3.008479454697678,10.419493217314136
4126,222.297583,9.443026,149575,222.30094168392694,9.441349364607042,13.367718143091153
4286,161.831333,31.660712,98809,161.83005718968147,31.656242202302458,16.559373409309558
4288,194.917111,27.854933,449022,194.914486866404,27.85460921964993,8.433256817767434
4368,161.978197,7.644832,170252,161.97805463990352,7.64615358555255,4.784745419077656
4390,162.549392,15.513252,323966,162.54784052874652,15.517369544510142,15.7698906074062
4419,174.476208,31.635347,414819,174.4786533773785,31.636840607088853,9.224383460362763
4485,222.343178,16.432498,156380,222.34224297804977,16.433415218509293,4.61809928208541
4490,176.432396,19.651612,105383,176.43185950191975,19.648512722208554,11.304690750360265
4541,258.791372,27.566983,76436,258.78684824849313,27.564279651018584,17.410744156156813
4646,161.542662,8.515967,117947,161.54228251583191,8.517373005549471,5.238836642300414
4733,172.22452,1.717307,243244,172.22418326919518,1.7195415806721253,8.135232534735174
4808,238.363006,13.055962,244062,238.36268313988978,13.057184950452367,4.545884178387018
4839,171.776993,30.519881,337709,171.77711249047397,30.520832450167077,3.4452075589411773
4864,229.587798,12.970453,9641,229.5869606962328,12.971862172395666,5.862058511108608
4902,29.533664,-9.147702,78880,29.536213742626956,-9.145089158400944,13.061532210400665
4917,161.405721,17.819162,18569,161.40525832494586,17.821002073257993,6.8114145408547495
4962,156.216187,9.569783,413743,156.21641153711195,9.568317312642556,5.336340486600297
5040,217.313578,26.278054,200693,217.31401404078122,26.277090362925758,3.7437610729872284
5050,209.651192,13.482944,16142,209.65335106665663,13.48289141766919,7.560791980829994
5125,141.676718,7.973656,159767,141.67592130224847,7.973960002764109,3.0439287090535725
5212,190.702681,9.009372,77804,190.70196387802565,9.006405854343555,10.97833393352023
5259,127.79358,24.804064,5344,127.78886346830643,24.801502389797122,17.9613631461482
5431,212.763104,8.854596,330812,212.76484126970135,8.85838350385364,14.970006509667362
5542,196.732671,19.2469,184989,196.7296640251505,19.24734420472787,10.344398689290704
5766,130.159983,28.453555,311074,130.1604442284988,28.450227703546805,12.06690157623305
5969,156.240119,31.687024,327726,156.24274124203743,31.683152604685297,16.08632450645178
5979,182.522073,6.257763,424973,182.5200809283624,6.2566438479846695,8.188484483959526
5981,173.108849,32.118174,114307,173.10926423945205,32.11664457903686,5.649609402735345
6038,218.114206,8.432197,240530,218.11281919528471,8.435332125996522,12.319614466650316
6146,165.920003,9.002638,151238,165.91676807186164,9.005094437415659,14.508730555323435
6395,164.288686,24.181992,323229,164.28589377031187,24.18055383244984,10.530643126818704
6422,29.823071,0.120242,436014,29.81879866796931,0.1191149838959736,15.906504017905297
6476,188.602662,7.12153,332319,188.5994446722084,7.119085541948268,14.475193711012555
6494,143.269981,7.268499,415482,143.26680716555896,7.271168864621502,14.860676123702902
6520,217.157851,0.553234,77608,217.1612718933673,0.5547260098681889,13.435048985798861
6529,117.986157,21.220393,451701,117.98608435795134,21.222678618244633,8.231836090875959
6534,142.178436,-0.49423,154785,142.18079883121544,-0.49366987798954104,8.74162218527563
6756,116.788362,17.204556,90477,116.78791154741329,17.207647072840693,11.23516324799387
6783,165.755293,12.095268,95307,165.75349066482636,12.095590349951944,6.449621534692327
6808,127.838021,10.350076,19436,127.8385779346358,10.349516051592415,2.820220184282081
6959,158.835312,11.82899,344975,158.83669175238356,11.8287718464258,4.924652855199113
6978,209.013091,6.261836,96361,209.0159171831713,6.262560061528225,10.444060027649744
7016,237.855901,11.994696,374762,237.8586322389561,11.998454545185286,16.60066468681526
7064,243.179921,22.746694,68689,243.18011822273604,22.745751760623353,3.4546813269885956
7146,221.143801,20.424755,303778,221.1417492339586,20.420147507159967,17.97339848605816
7150,142.276318,9.999735,435976,142.27545442031487,10.000088495220169,3.3156008264438412
7167,247.08668,21.658536,342989,247.09114789021777,21.659508807540874,15.35354012299532
7181,225.81107,17.813008,120896,225.8128453544946,17.81010860765207,12.081981346511169
7278,198.978244,8.027134,220934,198.97355884196702,8.028723288010502,17.654108318586836
7282,158.90159,8.933321,139011,158.90197291696225,8.932374432650732,3.6696696378104945
7327,231.991898,2.661219,327859,231.98810096848297,2.661743574125214,13.784540295893073
7352,151.52899,29.131969,389973,151.53169595268923,29.133720334548048,10.590320540936766
7409,213.238051,29.911501,23751,213.23609593289842,29.9117808916955,6.183365679750679
7444,119.108204,18.652599,151934,119.10537882067791,18.653595494205195,10.282490559427622
7461,144.825746,32.310604,334114,144.81998958257032,32.310563669043134,17.515003796786154
7463,150.844638,0.840441,202076,150.84704313431382,0.8441385365777951,15.878896783085747
7599,221.43026,16.946898,403870,221.4314961947045,16.948162137243507,6.231610783926007
7629,168.040771,19.681242,45018,168.03883913392167,19.682427111117146,7.815611111764815
7668,180.237163,16.943599,147616,180.23758498737516,16.94495930910892,5.108181802668555
7705,181.617709,8.29359,221511,181.61646463187236,8.295545049484472,8.317826843485141
7827,246.329622,23.990299,309504,246.3264078039649,23.989487643287024,10.967655551451328
7891,161.076036,3.669031,10424,161.079496826443,3.6675729107900783,13.496070645653015
8017,135.663031,30.622034,455042,135.66469372855676,30.620183444368724,8.421184599712735
8039,185.549944,27.435389,387595,185.55007982154095,27.433804665616645,5.720089542658975
8077,251.971855,27.034599,403886,251.97059748280577,27.035369145157603,4.893569094917323
8126,174.561957,31.640307,235228,174.55825328773648,31.63913046865351,12.115981874635366
8148,220.12198,17.406012,125651,220.1214400474136,17.404814199233126,4.694085105660609
8169,169.276567,8.909498,268551,169.273218165976,8.910101306536973,12.106738678652658
8222,177.629114,12.634591,65028,177.62870058875518,12.639332739291756,17.131923199496974
8296,240.394985,11.850711,113976,240.3952861336142,11.85547716396133,17.19096103062655
8409,222.709836,26.047806,51966,222.70871478975027,26.042980038524696,17.747909783177683
8422,243.177908,29.901338,317506,243.17800714862864,29.898202326243272,11.292665567162095
8426,206.581772,11.435038,250890,206.58238655662427,11.435606286794401,2.9812347709921214
8473,127.72451,32.230252,249193,127.72942855796197,32.2302781698643,14.978690586622692
8525,324.561121,11.591263,183690,324.5621293913904,11.591866604379566,4.167513769680525
8538,143.888291,6.768205,299179,143.88784104734637,6.769592720425721,5.248366405135664
8664,13.977253,-0.920661,429358,13.975995661973684,-0.9225452390390707,8.154494036852936
8777,167.531734,26.508761,219828,167.53058309818397,26.50648535556482,8.99227749008583
8812,183.520434,6.63188,400590,183.52032684521993,6.634212636626718,8.406229393000965
8868,233.297609,-2.311327,179432,233.2967902805215,-2.31069127378311,3.729710312531554
9023,185.669857,15.039545,221264,185.66862279370642,15.034850670860113,17.435843546109563
9035,226.956243,19.918194,243765,226.95374271093743,19.91647650656086,10.480722545895905
9038,175.421177,-1.208354,390091,175.42166473433076,-1.2075977779756024,3.239301531879527
9052,221.566458,8.624363,255776,221.56543642956902,8.619840583822803,16.681795254721514
9076,154.336902,19.826921,379171,154.3356115102138,19.825700422408875,6.197435628612162
9124,159.189565,12.62699,394792,159.1884382946546,12.62640245276173,4.487765311921784
9176,195.926315,6.297845,333540,195.92865945725347,6.299441614767276,10.169283415802541
9194,27.477127,-9.228869,226289,27.474479849634477,-9.227010007223436,11.544193470850411
9213,189.54817,-1.990877,435789,189.54900789166825,-1.9894191482547956,6.052442080635302
9256,159.42936,30.694883,384740,159.42795130724005,30.69184126970859,11.786630010527526
9270,235.656253,6.856881,166803,235.65726510288403,6.857747104811665,4.775786302861664
9357,191.19558,2.139966,20027,191.19397557701245,2.138898904404866,6.933415573380678
9440,130.417209,7.355735,378412,130.4170045219544,7.353703917059583,7.3482552548588
9509,213.013788,22.126594,66593,213.01587093038245,22.12577015268383,7.55299807335416
9513,187.037624,4.637285,341694,187.03453658644753,4.637843737965788,11.259426894508165
9553,172.409998,20.97259,36290,172.40861783235306,20.97110530231507,7.077621020902605
9563,201.26044,22.801471,309586,201.26021457733714,22.800645737682764,3.063686166610401
9576,201.959888,23.103225,305014,201.96253554564788,23.10406341136985,9.271764101167028
9732,163.112862,22.904333,44666,163.11479977612078,22.904808414788594,6.649982343829444
9773,162.495762,31.909081,411995,162.49545254197713,31.905050173188002,14.541761664911443
9789,186.840854,1.278926,271237,186.83792898410258,1.2761564442143605,14.499513090404374
9808,16.374524,-1.265799,426834,16.374084014541907,-1.2630638427959908,9.973090252211229
9916,183.566158,15.535953,404431,183.5645926436189,15.539012064153662,12.278266001992955
9976,153.9691,6.959217,141753,153.96894338317352,6.958347655858371,3.1792872019222904
9979,188.967893,0.578938,32114,188.9713144441386,0.5763121405320752,15.526073472334936
10066,133.76074,13.479468,219746,133.76167803454663,13.481577478588022,8.273730707673844
10164,246.940375,8.911328,4374,246.94063656010565,8.912422438554284,4.048307803498176
10220,125.927796,15.674116,346871,125.92527070828447,15.67265317241769,10.215087722339046
10224,222.679057,14.621219,206424,222.67880493330634,14.620272097281244,3.520119011109711
10264,247.384724,28.102165,110473,247.38046031295062,28.103402847150953,14.254137035047123
10292,119.217386,26.157213,296299,119.21738997101608,26.15992547526647,9.764919389801337
10325,158.950866,20.059475,115065,158.94963516763278,20.059667295934492,4.219373605087024
10395,218.576349,7.236622,61853,218.5762495785895,7.23558906164919,3.7354912659686477
10503,136.650841,10.497411,110555,136.65460095126406,10.495417040392102,15.121684598880506
10519,120.295579,18.00041,213221,120.29351620929928,17.998407070360013,10.093190524674348
10532,256.735294,23.680373,248852,256.7366434597353,23.682364542617677,8.437764281651512
10535,223.610796,19.134905,267268,223.61460714326532,19.134612123146596,13.004893368000765
10561,167.016209,2.003808,347766,167.01756804812692,2.0016050454895984,9.316814384471794
10655,133.301454,16.438743,225006,133.30359672340825,16.43779860176215,8.14228026115202
10673,244.817853,19.726586,299638,244.8201243908656,19.72801617682224,9.260332682779858
10729,150.728555,12.970042,374133,150.729217233519,12.96813203285583,7.257763602027327
10740,137.322725,4.712727,156791,137.32337259714865,4.716446300741641,13.58958130228439
10797,153.939449,31.250066,437285,153.94203099598158,31.24807850201553,10.693130911548602
10877,122.447419,21.621582,228054,122.44875831614738,21.621293007500427,4.60144379421788
10929,183.478591,2.798092,360394,183.47766279919423,2.7986180504698526,3.8373911416813824
11027,218.640671,18.240311,165861,218.6390905164916,18.239301024406057,6.513182421827724
11175,202.830766,19.688431,77277,202.83189700939303,19.685905029295842,9.86855442534783
11272,226.954745,26.980389,4246,226.95800158002015,26.980475889206534,10.452381201756083
11357,248.679694,28.226616,329160,248.68108603876195,28.227032397778814,4.662924928926392
11425,176.882134,6.923197,91164,176.88320882073452,6.9216521519413545,6.759007143834487
11427,134.292591,31.770412,280756,134.28877270513115,31.767081030971273,16.744224852310797
11428,224.64137,3.518499,327132,224.643454617796,3.519827805466068,8.887686145403968
11469,224.561494,8.32237,289454,224.56187719386372,8.325706741650558,12.089572318841482
11505,253.9531,30.625661,233595,253.95076975347632,30.625492948561348,7.244067771846026
11577,201.015916,22.003962,115207,201.0158566392824,22.001486249922486,8.914902319921817
11628,168.417047,12.933485,366985,168.4131292046907,12.931148000239814,16.116547468843567
11650,126.429339,9.362801,13401,126.43283766108958,9.361812872016287,12.92650326818271
11725,174.111689,28.180303,12700,174.1099491548782,28.175594859519347,17.825876274277064
11743,209.099687,-1.785827,86118,209.09986097063256,-1.7850521729666695,2.858756650391942
11785,186.812249,8.970852,87444,186.80936347976734,8.970093805005662,10.617652562495081
11866,153.795465,28.848249,243188,153.7948311633496,28.8499851369947,6.561871874005776
11911,248.021907,13.647388,399581,248.0252047163841,13.646206454399287,12.295790409423189
11965,153.451537,18.126304,112698,153.44935996671532,18.12704124827997,7.90710457602999
12068,223.167355,25.993724,382735,223.16901982418312,25.99488324111351,6.8144421926714696
12073,133.443846,17.638264,320425,133.44549095399825,17.636823281654543,7.664812249549175
12271,201.94935,15.850048,51850,201.9491922449452,15.846935928574712,11.21676995392062
12322,162.574669,26.938203,333271,162.57283406770247,26.939114400815136,6.741314372250536
12573,189.473532,15.224642,313712,189.4769008164359,15.227284607124444,15.081177827449732
12585,335.799628,0.071464,172801,335.8004463573934,0.07057244612395046,4.35670820273976
12602,137.672437,14.407234,165334,137.6716191317281,14.40834791833615,4.920699586356003
12626,158.476289,4.327093,159113,158.48020191497,4.326867546705207,14.069772872692983
12630,217.128503,27.265908,199713,217.1261078246494,27.266064525154885,7.685250828279029
12633,150.190002,30.353934,132789,150.1899985105711,30.355327963657817,5.018280875662458
12635,185.02313,-2.937049,303568,185.02197534069666,-2.9380680313630925,5.5399795386638
12670,175.974163,17.223771,224702,175.976667733127,17.22231132219394,10.089207584015497
12674,126.001176,15.57962,270837,125.99932461099252,15.578969781546894,6.833542391203914
12690,147.813157,5.487921,295046,147.8143936596805,5.490763500346767,11.151368618242905
12700,141.047903,4.027733,348245,141.04746593797415,4.028138666270332,2.143877281294928
12765,175.456755,0.216003,299049,175.45713450252765,0.21702406101724525,3.921498544972237
12850,148.922164,1.611512,268926,148.92319948726,1.6084308847383906,11.701195548175766
12923,122.670995,6.045579,407766,122.66847520656049,6.0443418187228755,10.060413946764172
12942,159.738446,5.294165,171995,159.73835173255884,5.289772075424971,15.81813826459463
12961,245.752435,23.82309,294978,245.75241175044454,23.81988342203238,11.543934614247767
12963,142.683999,8.824954,239151,142.68416641984211,8.823690683136848,4.586771964429709
13010,162.891077,-1.246254,48116,162.8896716832872,-1.246697559246423,5.304017357789378
13025,226.469429,21.922379,279466,226.47014747435776,21.920346184636625,7.701472858008003
13048,155.869007,16.196725,44551,155.86720856961793,16.196143495948824,6.560359242645559
13065,222.31364,18.295008,431825,222.3126208201972,18.2934314151836,6.659513663345616
13127,250.348063,13.437132,14980,250.34540104596064,13.435263775206526,11.493911969317924
13145,187.166621,-3.024912,72947,187.16831513076988,-3.0249164305500216,6.090393995878033
13302,240.126844,24.049841,345927,240.12791031384273,24.05450098822123,17.13828463182905
13423,198.380208,5.91551,105550,198.379531524785,5.9138058760335985,6.595763851462925
13434,139.200332,17.63111,304300,139.19922885839566,17.63283707700461,7.278826525109853
13505,146.197892,3.585848,63617,146.19743916353707,3.583470329868425,8.712873551571679
13549,213.825063,23.144758,399006,213.8253158094325,23.144562885117708,1.0925776192210233
13557,173.494266,-3.605034,397053,173.49552784890267,-3.602278162498188,10.90782921559392
13560,228.416546,26.123771,268331,228.41690332018828,26.125121202974114,4.99605706610108
13609,134.129292,11.029376,178113,134.1275218888802,11.028933650040258,6.454240476762418
13617,142.79722,9.883649,135605,142.79442558023308,9.881450461267798,12.683211664909715
13702,130.633145,8.261874,260106,130.62907463765924,8.260894327280603,14.923959864774618
13729,223.903919,4.205283,29388,223.90333177693248,4.206134895009224,3.7216085415844304
13741,202.369336,8.082065,381756,202.3717238392328,8.081157100270966,9.116867507984026
13785,142.624414,16.343369,413936,142.6220850298667,16.346616808496616,14.192762984461224
13875,244.548315,15.122353,139332,244.55074558604838,15.1222301654487,8.458670762169827
13884,223.236224,18.247156,309228,223.23616103578297,18.242541418846052,16.613886939710625
13895,134.916526,17.938472,282086,134.91725395668504,17.94078167366397,8.680583304202248
13915,211.552231,6.343023,367003,211.54888535762169,6.343791655752499,12.286242910247902
14028,206.717819,17.698454,278484,206.71995583308836,17.699277643027983,7.905609390264095
14178,179.544153,10.684484,339070,179.54294170628248,10.685561310168877,5.7795317022265795
14197,318.358425,0.974457,88910,318.35870588081127,0.9698973955706931,16.445682587186432
14252,216.979173,-0.562552,255168,216.98070190409277,-0.5616250793497687,6.436357690045787
14407,206.080113,7.331748,242749,206.0816418260055,7.333661631599097,8.789620246567535
14412,189.035467,16.647369,448793,189.03309860210425,16.647699387973447,8.254992121405829
14454,204.779822,20.932956,271105,204.7789857702735,20.93448635544826,6.18530044340645
14519,130.243,18.100572,218974,130.2450912674311,18.104219197412704,14.953318659837311
14588,126.875774,32.161584,159623,126.87308215377135,32.16393143385529,11.77764881431247
14723,181.894314,3.62681,453015,181.89302328823277,3.6234685089701912,12.892242390659911
14771,140.026176,6.562118,73152,140.0285165203176,6.563011659017694,8.967620213943947
14855,176.665281,2.295904,415801,176.66435408326197,2.2950275359350796,4.5905090412867935
14961,343.09315,1.116655,287044,343.094370306162,1.1168317282892286,4.438107058410022
14975,233.903376,11.755101,380167,233.90359942519115,11.758248746747464,11.359215691576091
14985,216.741178,16.60108,320878,216.73752399723136,16.603752737812105,15.858486413163133
15287,199.249139,5.656801,58431,199.2518054050048,5.657738653600033,10.131183497634787
15330,207.979793,7.628994,370166,207.97665567569203,7.630236746533132,12.055280613120372
15426,244.56086,12.795576,51826,244.56171943685294,12.793272208051707,8.825409577364795
15501,198.886337,3.500747,75435,198.88750195169175,3.5003483158925555,4.425221604616523
15771,11.119197,-0.406853,45811,11.123336514077556,-0.407535356195628,15.102985274247295
15886,168.406123,4.370509,192721,168.40691998947128,4.374412935900648,14.342381780956515
15895,226.501382,6.717884,386644,226.50229895273088,6.7207047544377785,10.670795425790688
15986,134.201179,30.861071,18619,134.19815378975565,30.860292073130427,9.76030073235628
16110,138.325083,30.762638,197514,138.32692605405506,30.76311683915618,5.956295460306866
16162,211.312489,5.034176,432666,211.3080742106927,5.0362761262308124,17.54450887629988
16224,173.330102,7.507747,8878,173.3292080026757,7.5085584022039455,4.32593402137714
16271,172.628199,2.174431,123983,172.63084901063726,2.1734043040328976,10.224606015440884
16423,194.486283,27.442612,31319,194.49023552071202,27.44333310339284,12.89194853491549
16429,175.70044,13.208501,290053,175.70035636766755,13.212382964080359,13.978144144030122
16450,136.115688,17.515089,253921,136.11641943639734,17.51686604561257,6.872538558381289
16531,238.929483,18.282518,81578,238.9326544984575,18.281439209530824,11.515727706666333
16589,151.381003,18.661961,388530,151.38200151741106,18.660841145513405,5.27744600102773
16663,150.518956,28.471241,48536,150.51470170563704,28.470525714711936,13.707243364265018
16686,41.286709,1.240487,163332,41.285876688499386,1.241135224284203,3.7972958298798876
16719,125.8952,3.221042,100974,125.89709056826288,3.2204167944201343,7.158342926579774
16736,173.689887,27.959753,248473,173.69275762263737,27.95732524094559,12.637589511931338
16752,190.468987,11.057736,58189,190.4736244107916,11.05877779993094,16.808468000862515
16849,204.101878,14.372676,298907,204.10158556330282,14.374111430607138,5.2672198851461465
16977,217.635634,14.024402,360199,217.6331753667092,14.026567257416753,11.597460356562038
17047,122.453536,31.950682,296110,122.45280280420941,31.948202383309265,9.20329424601675
17067,159.973542,11.204668,388071,159.97118098241845,11.20553271292492,8.899821735256694
17071,212.930088,0.720159,421805,212.93155834305804,0.7207462346946514,5.699394081207834
17090,158.01825,11.321682,315868,158.0208656170998,11.319711427558035,11.643638442285168
17135,239.943675,2.688188,220126,239.94823673996967,2.6900801649401207,17.76225325986671
17171,182.360069,6.600375,141844,182.36135068297534,6.597274499783588,12.06624165403221
17172,201.851558,4.882451,241920,201.85003735739946,4.881608959722141,6.240200908166613
17174,226.707866,8.511594,36353,226.70984237532346,8.50836790247775,13.579316187049985
17311,150.667954,32.784721,268304,150.66923626751216,32.78504691762549,4.054337658764705
17329,225.879475,14.813126,164713,225.87732137478582,14.812302214089154,8.060759619182777
17350,358.024974,-1.004919,50787,358.02456127121076,-1.0044067803955767,2.3679726402929
17409,183.697718,14.095502,444579,183.7017599801456,14.09496427780551,14.245169658880588
17510,13.062137,0.583025,170388,13.0617331824604,0.5823170246255749,2.934123396174608
17517,209.265505,22.939711,219789,209.2664873752553,22.93880194371863,4.617051607393424
17555,175.508292,9.928678,251994,175.5088633266275,9.93353172668222,17.59047383249028
17566,177.712007,17.486933,334154,177.71699241275076,17.48832191668744,17.83329650308207
17601,218.244637,19.495228,330010,218.24349981367752,19.49433085488458,5.032330824060572
17717,358.956376,-9.398503,22770,358.9573437646533,-9.395922561706517,9.90507900523897
17728,130.373713,30.82803,152991,130.37564295866602,30.82763495082508,6.133358809245679
17869,221.44514,24.236684,88689,221.44654685304806,24.2406635053321,15.052182472110037
17893,248.721647,12.367052,191676,248.72254170858426,12.364908066096076,8.3347914369269
17930,149.259387,15.858498,92083,149.2578288492599,15.858838115448716,5.5330211509237675
17938,128.890801,25.717912,54372,128.8914827961411,25.719759103000882,7.0076170660343315
18047,170.673425,6.692664,333623,170.67750771225155,6.690828091008577,16.024151244083924
18193,173.033263,9.811061,108050,173.03178510742566,9.810117767582614,6.246223347467453
18279,228.552421,4.757963,178519,228.5531417609402,4.757656711740357,2.8110787221309024
18282,160.621782,18.609996,171308,160.62251617015949,18.607352228545682,9.841670624241608
18457,192.404107,7.785497,88928,192.40520010649027,7.789323214239167,14.31553910820121
18500,224.576355,18.314711,112987,224.57408960924,18.318468579508682,15.586188610968376
18511,144.359953,30.526309,307884,144.35487425054436,30.52862168582551,17.814385527239835
18537,161.654379,10.18071,422958,161.65399442073283,10.184565974193072,13.948230436602456
18638,177.007215,10.068403,355833,177.0097867370415,10.065803472069446,13.064224742076906
18692,152.113937,20.368644,24577,152.11512966776706,20.3692513556771,4.580649918866457
18724,217.387431,17.209681,316526,217.38454209968162,17.206139776087646,16.162188537623802
18739,216.846363,20.09662,43524,216.84511975264314,20.097030969222196,4.455963863671641
18794,126.652963,22.42231,27936,126.65047078119927,22.423650910255585,9.596203818531883
18883,233.445972,6.743964,286648,233.4495530160227,6.746024365354694,14.795904967126624
18998,250.404699,22.4418,33559,250.4074162325757,22.439489853185854,12.28453095408143
19000,167.765401,32.154561,82945,167.7703081068432,32.1531261378691,15.82297771502918
19061,23.298136,-10.084226,205997,23.298020034552266,-10.086907483899912,9.66208847362188
19102,154.66295,14.433133,211234,154.66541082359805,14.43085285157573,11.873767680449598
19106,208.611283,8.393842,304206,208.61284611917114,8.391930792159364,8.850439527954448
19111,240.243644,20.794263,290886,240.24425148199998,20.79564873551355,5.391332973505768
19141,224.165838,6.460714,212195,224.16560817512956,6.464746179391601,14.539107518675227
19148,191.631237,-0.381343,9983,191.62772041699034,-0.3818199702746433,12.775338529901056
19227,116.39347,30.372231,220718,116.3922199865987,30.37072699925638,6.66254120745358
19228,243.186186,28.286138,135900,243.18905041202254,28.290080338269572,16.84868774924231
19264,214.744224,7.864174,390980,214.74488846456728,7.869054822857586,17.730017983639797
19336,185.891672,20.076815,348734,185.8919132408858,20.077656239762543,3.1363897924026367
19791,204.87771,18.416344,188235,204.87632529301902,18.416391708863962,4.7327626215327605
19801,169.618472,-0.550789,101412,169.6184177004585,-0.552162046445084,4.946830602336489
19840,195.317079,-3.474759,160291,195.31951578756187,-3.4732265796256114,10.349259848821472
19882,241.334429,23.916231,289392,241.33269053662212,23.91527509448328,6.6763477926410175
19892,137.333316,33.121031,79496,137.3307456158209,33.12319428283775,10.986774924725419
19941,175.4369,-2.741299,14456,175.43887382146653,-2.7415806557471605,7.1696860192273
20034,158.195119,31.166376,112961,158.19377128016686,31.16757352585794,5.9850188556666
